author_id,first_name,middle_name,last_name
1106,James,,Gosling
1107,Steve,,Maguire
1108,Michael,,Howard
1109,Audrey,,Roy
1110,David,,Easley
1112,Jean,,Dollimore
1113,James,,Sanger
1114,Gerald,,Teschl
1115,Eric,,Merritt
1116,Damian,,Conway
1117,Roy,,Osherove
1118,Randy,,Pausch
1119,Scott,,Millett
1120,Hays,McCormick,Skip
1121,Jack,,Koziol
1122,John,,Allspaw
1123,Jonathan,,Bartlett
1124,Eli,,Bressert
1125,Julia,,Lobur
1126,David,,Fogel
1127,Dafydd,,Stuttard
1128,Jason,,Arbon
1129,Thomas,,Fuchs
1130,Charlie,,Hunt
1131,Patrik,,Jonsson
1132,Benjamin,,Pierce
1133,Sanjeev,,Arora
1134,Noah,,Suojanen
1135,Jeffrey,,Hicks
1136,Brian,,Macnamee
1137,Ada,,Lovelace
1138,Ehud,,Shapiro
1139,Jim,,Webber
1140,Josée,,Lajoie
1141,Scott,,Granneman
1142,Clinton,,Gormley
1143,David,,Kadavy
1144,James,,Broad
1145,Bryan,,Basham
1146,Yehuda,,Lindell
1147,Richard,,Stones
1148,Len,,Bass
1149,Leon,,Sterling
1150,Stephen,,Brown
1151,Max,,Kuhn
1152,Jim,,Ottaviani
1153,Nick,,Bilton
1154,Jesse,,Storimer
1155,Leslie,,Valiant
1156,Robert,,Love
1157,Robert,,Lafore
1158,Michael,,Heath
1159,D.S.,,Malik
1160,Richard,,Carlsson
1161,Raphaël,,Hertzog
1162,Haralambos,,Marmanis
1163,John,,Miller
1164,Hubert,,Dreyfus
1165,Michael,,Sikorski
1166,Erik,,Brynjolfsson
1167,Ramez,,Elmasri
1168,Erik,,Buck
1169,Ron,,Patton
1170,Brian,,Kernighan
1171,Dmitry,,Babenko
1172,Yves,,Bertot
1173,37,,Signals
1174,Dustin,,Boswell
1175,Bertrand,,Meyer
1176,Stephen,,Mann
1177,David,,Hansson
1178,Brian,,Hardy
1179,Sandra,,Blakeslee
1180,Mason,,Woo
1181,Rod,,Stephens
1182,Andrew,,Bruce
1183,Martin,,Campbell-Kelly
1184,James,,Elliott
1185,J.,,Hindley
1186,Michael,,Engle
1187,Kenneth,,Louden
1188,Mig,,Greengard
1189,Richard,,Jones
1190,Alex,,Tapscott
1191,Frank,,Pasquale
1192,Gene,,Spafford
1193,Raymond,,Smullyan
1194,Christopher,,Allen
1195,Julie,,Moronuki
1196,Craig,,Walls
1197,Bruce,,Schneier
1198,Caleb,,Doxsey
1199,John,,Vlissides
1200,Dave,,Astels
1201,Reshma,,Saujani
1202,Noam,,Nison
1203,Drew,,Conway
1204,James,,Martin
1205,Maurice,,Bach
1206,Stephen,,Marsland
1207,Andy,,Terrel
1208,Joe,,Kutner
1209,Brian,,Jones
1210,Andrew,,Davison
1211,Nachum,,Dershowitz
1212,Matthew,,Hahn
1213,Mark,,Weiss
1214,Kevin,,Mitnick
1215,John,,Ousterhout
1216,Elisabeth,,Hendrickson
1217,Wesley,,Chun
1218,Tim,,Wu
1219,Ian,,Robinson
1220,Gigi,,Estabrook
1221,Andy,,Hunt
1222,Alexandre,,Gazet
1223,James,,Barrat
1224,Joel,,Grus
1225,Doug,,Hellmann
1226,Jonathan,,Knudsen
1227,Patricia,,Churchland
1228,David,,Ascher
1229,Antonio,,MartAfÂ­nez
1230,Michael,,Fogus
1231,Richard,,Szeliski
1232,Michael,,Casey
1233,Ben,,Fry
1234,David,,Kushner
1235,Daniel,,Fontijne
1236,Ole-Johan,,Dahl
1237,Ben,,Klemens
1238,V.,,Hamacher
1239,Patrick,,Engebretson
1240,Alex,,Martelli
1241,Scott,,Meyers
1242,Justin,,Zobel
1243,Thomas,,Morton
1244,Douglas,,West
1245,Jill,,Butler
1246,Marvin,,Minsky
1247,Savas,,Parastatidis
1248,John,,Goerzen
1249,Donald,,Reinertsen
1250,Aaron,,Gustafson
1251,Winfield,,Hill
1252,Aslak,,Hellesoy
1253,Tim,,OReilly
1254,John,,Guttag
1255,Isaac,,Chuang
1256,Robin,,Milner
1257,Pekka,,Himanen
1258,Vitalik,,Buterin
1259,Nathan,,Yau
1260,Michael,,Wittig
1261,Craig,,Hunt
1262,Michael,,Morrison
1263,David,,Rensin
1264,Christian,,Queinnec
1265,Rachel,,Schutt
1266,Brett,,Slatkin
1267,Yedidyah,,Langsam
1268,Donald,,Miner
1269,Daniel,,Friedman
1270,David,,Agans
1271,Thomas,,Cover
1272,Cristopher,,Moore
1273,Jeremy,,Keith
1274,Richard,,Duda
1275,Jay,,Fields
1276,Joel,,Spolsky
1277,John,,Levine
1278,Bill,,Kennedy
1279,Steven,,Levy
1280,David,,Diamond
1281,Glynn,,Winskel
1282,Gary,,Cornell
1283,W.,,Stevens
1284,Aaron,,Walters
1285,Peter,,Shirley
1286,Shriram,,Krishnamurthi
1287,Alan,,Shalloway
1288,Sarah,,Harris
1289,Karim,,Yaghmour
1290,Al,,Sweigart
1291,Debasish,,Ghosh
1292,William,,Mougayar
1293,Stephane,,Faroult
1294,Brett,,Lantz
1295,Michael,,Goodrich
1296,Eric,,Schmidt
1297,Raimondo,,Pictet
1298,Brian,,Ward
1299,Peter,,Denning
1300,Vint,,Cert
1301,Peter,,Abel
1302,Cory,,Doctorow
1303,Matei,,Zaharia
1305,Elisabeth,,Robson
1306,Sean,,Kane
1307,Eric,,Lehman
1308,Al,,Kelley
1309,John,,Gall
1310,Yaron,,Minsky
1311,Glyn,,Moody
1312,Jon,,Stokes
1313,Joel,,Scambray
1314,Eric,,Freeman
1315,Ken,,Thompson
1316,John,,Lakos
1317,Andrew,,Huang
1319,Paul,,McJones
1320,Ewan,,Klein
1321,Artur,,Ejsmont
1322,Hans,Baeyer,Von
1323,Joy,,Beatty
1324,William,,Stallings
1325,Satnam,,Alag
1327,George,,Fairbanks
1328,Linda,,Lamb
1329,Ian,,Millington
1330,Andy,,Budd
1331,Stephen,,Kochan
1332,Yukihiro,,Matsumoto
1333,Bobby,,Woolf
1334,Guy,Jr.,Steele
1335,Leland,,Wilkinson
1336,Parmy,,Olson
1337,Bartosz,,Milewski
1338,Jerry,,Peek
1339,Peter,,Galvin
1340,Doug,,Lea
1341,David,,Simon
1342,Arvind,,Narayanan
1343,Edward,,Felten
1344,Elaine,,Weyuker
1345,Martin,,Erwig
1346,Michael,,Hiltzik
1347,Johannes,,Gehrke
1348,Carl,,Gunter
1349,Pat,,Shaughnessy
1350,Michal,,Zalewski
1351,Alan,Donovan,A.
1352,Joanne,,Molesky
1353,William,,Vetterling
1354,Kathy,,Sierra
1355,Esther,,Derby
1356,Jeffrey,,Ulman
1357,Hartmut,,Bohnacker
1358,Cem,,Kaner
1359,Jonathan,,Gennick
1360,Cole,,Knaflic
1361,Michael,,Nygard
1362,Umesh,,Vazirani
1363,G.,,Zachary
1364,Nigel,,Cutland
1365,Joe,,Beda
1366,Glenford,,Myers
1367,Eric,,Roberts
1368,Gabe,,Zichermann
1369,John,,McDonald
1370,Peter,,Rob
1371,Steve,,McConnell
1372,Steven,,Goldfeder
1373,Mark,,Fenoglio
1374,Max,,Tegmark
1375,Laurie,,Wallmark
1376,Colleen,,Gorman
1377,Bear,,Bibeault
1378,Nicholas,,Zakas
1379,Herbert,,Mattord
1380,Bernd,,Bruegge
1381,Don,,Tapscott
1382,Jason,,Brownlee
1383,Anthony,,Hey
1384,Jiawei,,Han
1385,Andreas,,Schwarz
1386,Jennifer,,Widom
1387,Larry,,Wall
1388,Seth,,Lloyd
